,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
Tour_B_(TGBT_D5) V L2-L3 (V) [AVG] 502,2696.0,391.71303975569253,2.296131256313071,383.78,390.1,391.78,393.51,396.84,57496,95.52099946836789
Tour_B_(TGBT_D5) V L2-L3 (V) [MAX] 503,2696.0,392.60660448793834,2.2848948822959287,386.2,391.0,392.6,394.3,399.1,57496,95.52099946836789
Tour_B_(TGBT_D5) V L2-N (V) [MIN] 504,2696.0,225.93274915053584,1.4285269911865273,217.8,225.0,226.0,227.0,229.2,57496,95.52099946836789
Tour_B_(TGBT_D5) V L2-N (V) [AVG] 505,2696.0,226.5482702257038,1.3516611085124546,221.95,225.6,226.6,227.6025,229.62,57496,95.52099946836789
Tour_B_(TGBT_D5) V L2-N (V) [MAX] 506,2696.0,227.10621876969915,1.3521322432610559,223.3,226.2,227.1,228.1,230.4,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-L1 (V) [MIN] 507,2696.0,390.98108904383383,2.3892236506290585,368.3,389.4,391.1,392.8,396.3,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-L1 (V) [AVG] 508,2696.0,391.9469361441245,2.233621264745406,383.98,390.41,392.07,393.67,396.87,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-L1 (V) [MAX] 509,2696.0,392.8772237896096,2.2404736769958906,386.5,391.4,392.9,394.5,400.2,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-N (V) [MIN] 510,2696.0,225.4922798696207,1.464371912325358,207.6,224.5,225.6,226.6,228.8,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-N (V) [AVG] 511,2696.0,226.0551842299473,1.3486098146852825,221.32,225.1,226.1,227.1125,229.08,57496,95.52099946836789
Tour_B_(TGBT_D5) V L3-N (V) [MAX] 512,2696.0,226.6035871604065,1.3522795840594626,222.8,225.7,226.6,227.6,231.4,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-L sys (V) [MIN] 513,2696.0,390.75033786380897,2.412060171876556,371.6,389.2,390.9,392.6,396.1,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-L sys (V) [AVG] 514,2696.0,391.61683522701065,2.2389366369275563,383.83,390.0475,391.72,393.35,396.62,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-L sys (V) [MAX] 515,2696.0,392.4122347826755,2.2252676023500606,386.2,390.9,392.4,394.1,399.5,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-N sys (V) [MIN] 516,2696.0,225.46115776971448,1.4102154840391785,211.8,224.5,225.5,226.5,228.6,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-N sys (V) [AVG] 517,2696.0,225.96878349810117,1.3150518619747302,221.39,225.06,226.025,226.99,228.84,57496,95.52099946836789
Tour_B_(TGBT_D5) V L-N sys (V) [MAX] 518,2696.0,226.44238345812641,1.3166095074181559,222.8,225.6,226.5,227.4,232.7,57496,95.52099946836789
Tour_B_(TGBT_D5) kW dmd (kW) [MIN] 519,2696.0,3.9673000299810885,2.4360966222534364,1.96,2.25,2.75,4.585,12.77,57496,95.52099946836789
Tour_B_(TGBT_D5) kW dmd (kW) [AVG] 520,2696.0,3.9673000299810885,2.4360966222534364,1.96,2.25,2.75,4.585,12.77,57496,95.52099946836789
Tour_B_(TGBT_D5) kW dmd (kW) [MAX] 521,2696.0,3.9673000299810885,2.4360966222534364,1.96,2.25,2.75,4.585,12.77,57496,95.52099946836789
Tour_B_(TGBT_D5) Totalizer 1  [ABS] 522,0.0,,,,,,,,60192,100.0
Tour_B_(TGBT_D5) Totalizer 2  [ABS] 523,0.0,,,,,,,,60192,100.0
Tour_B_(TGBT_D5) Totalizer 3  [ABS] 524,0.0,,,,,,,,60192,100.0
Tour_B_(TGBT_D5) kVA L1 (kVA) [MIN] 525,2696.0,0.9586117987115819,0.7895051401445108,0.35,0.46,0.65,1.13,4.4,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L1 (kVA) [AVG] 526,2696.0,1.0643760858535385,0.8632120056473253,0.38,0.49,0.69,1.32,4.55,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L1 (kVA) [MAX] 527,2696.0,1.2518388016789408,1.0463939252413272,0.4,0.52,0.76,1.68,5.63,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L2 (kVA) [MIN] 528,2696.0,1.9070537430236312,0.9312005932429793,1.32,1.4,1.44,1.88,5.68,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L2 (kVA) [AVG] 529,2696.0,2.0238562214603095,1.0041137168066332,1.39,1.45,1.52,2.1,7.2,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L2 (kVA) [MAX] 530,2696.0,2.231890153902923,1.2009522189841186,1.41,1.51,1.61,2.48,8.94,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L3 (kVA) [MIN] 531,2696.0,1.5728292922925537,0.7416398559950779,0.94,1.03,1.16,1.93,5.43,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L3 (kVA) [AVG] 532,2696.0,1.6745203025783733,0.7905699567386609,1.01,1.08,1.26,2.01,5.54,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA L3 (kVA) [MAX] 533,2696.0,1.8733982411094539,0.9379096757024588,1.03,1.14,1.52,2.2725,6.68,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA sys (kVA) [MIN] 534,2696.0,4.462358858258637,2.349397506536022,2.63,2.9,3.25,4.96,13.54,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA sys (kVA) [AVG] 535,2696.0,4.710678014636921,2.506487853692518,2.79,2.99,3.45,5.33,13.88,57496,95.52099946836789
Tour_B_(TGBT_D5) kVA sys (kVA) [MAX] 536,2696.0,5.114321389585031,2.8177776189549624,2.85,3.1,3.76,6.04,14.98,57496,95.52099946836789
Tour_B_(TGBT_D5) kWh (-) (kWh) [ABS] 537,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
Tour_B_(TGBT_D5) kWh L1 (kWh) [ABS] 538,2696.0,12354.71817853354,159.47448244775595,12052.5,12232.275,12344.650000000001,12511.3,12613.5,57496,95.52099946836789
Tour_B_(TGBT_D5) kWh L2 (kWh) [ABS] 539,2696.0,25429.748154048983,361.74483384252693,24838.1,25114.625,25388.75,25765.075,26067.9,57496,95.52099946836789
Tour_B_(TGBT_D5) kWh L3 (kWh) [ABS] 540,2696.0,21366.026367406714,300.5727148414696,20849.6,21127.350000000002,21342.25,21641.85,21883.3,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L1 (kW) [MIN] 541,2696.0,0.6657594248243416,0.8133048945115349,0.01,0.1,0.38,0.85,4.19,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L1 (kW) [AVG] 542,2696.0,0.79374807813533,0.873806346123496,0.05,0.17,0.46,1.1,4.32,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L1 (kW) [MAX] 543,2696.0,1.0065344551898032,1.0481648398080667,0.07,0.25,0.56,1.46,5.41,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L2 (kW) [MIN] 544,2696.0,1.5961937854584032,0.9129199096383518,1.03,1.1,1.15,1.58,5.15,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L2 (kW) [AVG] 545,2696.0,1.728950296735905,0.9759114153774946,1.1,1.18,1.24,1.8225,6.81,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L2 (kW) [MAX] 546,2696.0,1.9569139465875371,1.1800174716538687,1.15,1.27,1.34,2.185,8.65,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L3 (kW) [MIN] 547,2696.0,1.3333827316615674,0.729109922454521,0.73,0.78,0.97,1.8,5.16,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L3 (kW) [AVG] 548,2696.0,1.4450774511462001,0.7743203915266448,0.79,0.84,1.06,1.89,5.29,57496,95.52099946836789
Tour_B_(TGBT_D5) kW L3 (kW) [MAX] 549,2696.0,1.6642072884795744,0.9241309461406767,0.83,0.92,1.3,2.0825,6.47,57496,95.52099946836789
Tour_B_(TGBT_D5) kW sys (kW) [MIN] 550,2696.0,3.6938448440214633,2.2985330255083825,1.87,2.12,2.56,4.21,12.47,57496,95.52099946836789
Tour_B_(TGBT_D5) kW sys (kW) [MAX] 551,2696.0,4.424183303608492,2.7523046555294446,2.04,2.41,3.21,5.34,14.16,57496,95.52099946836789
Tour_B_(TGBT_D5) kvarh (-) (kvarh) [ABS] 552,2696.0,33511.40064882152,522.5542467805732,32643.9,33061.175,33458.95,33995.125,34412.1,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L1 (kvar) [MIN] 553,2696.0,-0.7387459064282529,0.37000919452560266,-2.66,-0.8925000000000001,-0.57,-0.49,-0.37,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L1 (kvar) [AVG] 554,2696.0,-0.6293249258160237,0.2901820625899783,-1.78,-0.73,-0.5,-0.45,-0.34,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L1 (kvar) [MAX] 555,2696.0,-0.5198807290785813,0.2832046707513426,-1.62,-0.56,-0.44,-0.38,1.57,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L2 (kvar) [MIN] 556,2696.0,-1.1495090404514077,0.3526154528807506,-2.55,-1.23,-0.98,-0.93,-0.79,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L2 (kvar) [AVG] 557,2696.0,-1.028417767254501,0.31536376044658243,-2.31,-1.11,-0.88,-0.84,-0.74,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L2 (kvar) [MAX] 558,2696.0,-0.8881177065235775,0.33908235540405407,-2.15,-0.97,-0.79,-0.72,2.45,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L3 (kvar) [MIN] 559,2696.0,-0.9253935594471179,0.29968957080243286,-2.91,-1.09,-0.77,-0.72,-0.65,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L3 (kvar) [AVG] 560,2696.0,-0.8157268107808922,0.26656209363942185,-1.77,-0.93,-0.69,-0.64,-0.54,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar L3 (kvar) [MAX] 561,2696.0,-0.6762421587921464,0.31599164407057057,-1.65,-0.79,-0.6,-0.54,2.37,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar sys (kvar) [MIN] 562,2696.0,-2.6948243223505175,0.9083205121714513,-5.7,-3.0124999999999997,-2.21,-2.08,-1.86,57496,95.52099946836789
Tour_B_(TGBT_D5) kvar sys (kvar) [MAX] 563,2696.0,-2.2121197590750454,0.7777410174735587,-5.15,-2.36,-1.88,-1.78,0.66,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh (kWh) [ABS] 772,2696.0,12618.479108370106,194.9373182708456,12279.0,12451.125,12606.2,12795.875,12939.8,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW sys (kW) [AVG] 773,2696.0,0.9221201242293322,0.12155768938967991,0.79,0.83,0.87,1.0,1.52,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvarh (kvarh) [ABS] 774,2696.0,7.700000000000003,2.6650295611654946e-15,7.7,7.7,7.7,7.7,7.7,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kvar sys (kvar) [AVG] 775,2696.0,-0.5421615019756769,0.10878397864533633,-0.99,-0.62,-0.53,-0.49,-0.34,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Hz (Hz) [MIN] 776,2696.0,49.93965133531156,0.051151026900222975,49.6,49.9,49.9,50.0,50.1,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF sys  [AVG] 777,2696.0,-0.8625741839762612,0.02319342849803396,-0.92,-0.87,-0.86,-0.85,-0.81,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L1 (A) [MIN] 778,2696.0,3.528834927199766,0.19088919736720383,3.32,3.44,3.48,3.56,5.71,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L1 (A) [AVG] 779,2696.0,3.6604734321428016,0.22668260325258002,3.45,3.54,3.6,3.7,5.99,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L1 (A) [MAX] 780,2696.0,3.849861856367522,0.29866372722975004,3.55,3.67,3.75,3.94,6.68,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L2 (A) [MIN] 781,2696.0,0.6199471102842822,0.28156642944755766,0.26,0.44,0.55,0.72,2.23,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L2 (A) [AVG] 782,2696.0,0.7267201073169233,0.36475812879553837,0.28,0.48,0.64,0.89,2.73,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L2 (A) [MAX] 783,2696.0,0.9054921703233344,0.47924011591009935,0.29,0.59,0.79,1.12,3.51,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L3 (A) [MIN] 784,2696.0,0.5126086430097938,0.1643651752718044,0.2,0.38,0.48,0.67,1.09,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L3 (A) [AVG] 785,2696.0,0.5745479774296213,0.18173928754591898,0.22,0.44,0.54,0.72,1.38,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) A L3 (A) [MAX] 786,2696.0,0.7256586230224013,0.25450898965985014,0.24,0.56,0.67,0.91,2.24,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Run hour meter (h) [ABS] 787,2696.0,14380.354243323442,214.8646307550006,14023.35,14191.7775,14360.205,14575.6225,14743.05,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Hz (Hz) [AVG] 788,2696.0,50.00931712304547,0.021774209190426334,49.89,50.0,50.01,50.01,50.14,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Hz (Hz) [MAX] 789,2696.0,50.0917284866469,0.038744418484732555,49.9,50.1,50.1,50.1,50.3,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L1  [MIN] 790,2696.0,-0.9252114243323442,0.007821749993527543,-0.97,-0.93,-0.93,-0.92,-0.89,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L1  [AVG] 791,2696.0,-0.9167431312556696,0.009034929595264661,-0.95,-0.92,-0.92,-0.91,-0.87,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L1  [MAX] 792,2696.0,-0.9058271513353117,0.037726461299696507,-0.94,-0.91,-0.91,-0.9,0.96,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L2  [MIN] 793,2696.0,-0.5359682930766747,0.18020637808185866,-0.87,-0.65,-0.58,-0.44,-0.01,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L2  [AVG] 794,2696.0,-0.37039726864593103,0.22201892490526737,-0.83,-0.54,-0.41,-0.26,0.03,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L2  [MAX] 795,2696.0,-0.26885501068556755,0.21863642570137,-0.8,-0.46,-0.28,-0.11,0.11,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L3  [MIN] 796,2696.0,-0.7253940591319322,0.12049882041917848,-0.92,-0.8,-0.76,-0.71,-0.33,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L3  [AVG] 797,2696.0,-0.6325307498347196,0.13875275410537308,-0.86,-0.72,-0.68,-0.64,-0.29,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF L3  [MAX] 798,2696.0,-0.5821820851462924,0.154377688730438,-0.78,-0.68,-0.64,-0.59,-0.04,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF sys  [MIN] 799,2696.0,-0.8798217662705061,0.030333488407962062,-0.95,-0.88,-0.87,-0.86,-0.83,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) PF sys  [MAX] 800,2696.0,-0.8396329815039743,0.03806808139275025,-0.89,-0.85,-0.84,-0.83,1.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Phase sequence  [MIN] 801,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Phase sequence  [AVG] 802,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Phase sequence  [MAX] 803,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA dmd (kVA) [MIN] 804,2696.0,1.071118256176873,0.15448597389150567,0.87,0.96,1.02,1.18,1.81,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA dmd (kVA) [AVG] 805,2696.0,1.071118256176873,0.15448597389150567,0.87,0.96,1.02,1.18,1.81,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA dmd (kVA) [MAX] 806,2696.0,1.071118256176873,0.15448597389150567,0.87,0.96,1.02,1.18,1.81,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-L2 (V) [MIN] 807,2696.0,390.63673086975905,2.432992652770211,367.7,389.1,390.8,392.5,396.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-L2 (V) [AVG] 808,2696.0,391.69176942236436,2.284199595588828,383.52,390.11,391.78,393.4625,396.77,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-L2 (V) [MAX] 809,2696.0,392.6073424839717,2.283781889692258,386.2,391.0,392.6,394.3,400.3,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-N (V) [MIN] 810,2696.0,225.59201253824511,1.507847962316715,198.4,224.7,225.7,226.7,228.7,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-N (V) [AVG] 811,2696.0,226.25698126950692,1.3276423540147968,221.3,225.32,226.32,227.27,229.24,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L1-N (V) [MAX] 812,2696.0,226.8674186282499,1.3377289572214,222.9,226.0,226.9,227.9,230.8,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-L3 (V) [MIN] 813,2696.0,391.0611687243431,2.336831181418655,365.2,389.5,391.2,392.8,396.2,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-L3 (V) [AVG] 814,2696.0,391.98398208437754,2.164098816368567,384.47,390.43,392.06,393.68,396.82,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-L3 (V) [MAX] 815,2696.0,392.8726576313403,2.1593710769431778,386.8,391.4,392.9,394.5,399.5,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-N (V) [MIN] 816,2696.0,224.79598906843376,1.3241094342493438,210.9,223.9,224.85000000000002,225.8,227.7,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-N (V) [AVG] 817,2696.0,225.4361101266893,1.2388986723992137,220.93,224.57,225.48,226.36,228.17,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L2-N (V) [MAX] 818,2696.0,226.02829042450145,1.246255609931986,222.4,225.2,226.0,226.9,230.8,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-L1 (V) [MIN] 819,2696.0,393.4886871358067,2.753770330796161,326.0,391.9,393.6,395.4,398.9,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-L1 (V) [AVG] 820,2696.0,394.5433191563783,2.2867040896089192,386.61,392.95,394.6,396.3325,399.62,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-L1 (V) [MAX] 821,2696.0,395.52061949385774,2.290098933642118,389.1,393.9,395.5,397.3,401.8,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-N (V) [MIN] 822,2696.0,226.04465567872575,1.3972096231981916,220.4,225.1,226.1,227.1,229.3,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-N (V) [AVG] 823,2696.0,226.66965515982227,1.3264966489036676,222.49,225.72,226.73,227.7125,229.65,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L3-N (V) [MAX] 824,2696.0,227.30518211589612,1.327508693278187,223.4,226.4,227.3,228.3,231.6,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [MIN] 825,2696.0,391.8211758736797,2.5486940214552196,352.9,390.2,392.0,393.7,397.2,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [AVG] 826,2696.0,392.70871463769004,2.2412994038437217,384.82,391.1275,392.8,394.47,397.7,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-L sys (V) [MAX] 827,2696.0,393.5221792792239,2.225814240239641,387.4,392.0,393.5,395.2,400.4,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [MIN] 828,2696.0,225.54802528405162,1.39932729861021,207.2,224.7,225.7,226.6,228.5,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [AVG] 829,2696.0,226.09742516258973,1.289094553964509,221.55,225.1875,226.16,227.1,228.95,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) V L-N sys (V) [MAX] 830,2696.0,226.59920646207775,1.28643029067623,223.0,225.7,226.6,227.6,230.7,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [MIN] 831,2696.0,0.9219865930720623,0.1215379660836478,0.79,0.83,0.87,1.0,1.56,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [AVG] 832,2696.0,0.9219865930720623,0.1215379660836478,0.79,0.83,0.87,1.0,1.56,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW dmd (kW) [MAX] 833,2696.0,0.9219865930720623,0.1215379660836478,0.79,0.83,0.87,1.0,1.56,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 1  [ABS] 834,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 2  [ABS] 835,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) Totalizer 3  [ABS] 836,0.0,,,,,,,,60192,100.0
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [MIN] 837,2696.0,0.7983716617210682,0.04224652270748472,0.74,0.78,0.79,0.8,1.27,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [AVG] 838,2696.0,0.8285014836795254,0.0498753399384504,0.79,0.8,0.81,0.84,1.34,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L1 (kVA) [MAX] 839,2696.0,0.8713382520256455,0.0655423783959846,0.8,0.83,0.85,0.89,1.5,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [MIN] 840,2696.0,0.13968452591442324,0.06367899218219418,0.06,0.1,0.12,0.16,0.5,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [AVG] 841,2696.0,0.16411701849602559,0.08186858730808852,0.06,0.11,0.14,0.2,0.61,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L2 (kVA) [MAX] 842,2696.0,0.20429876923786539,0.10715229761227507,0.07,0.13,0.18,0.25,0.79,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [MIN] 843,2696.0,0.11673085054042835,0.03641415963934944,0.05,0.09,0.11,0.15,0.25,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [AVG] 844,2696.0,0.1301616672560385,0.04112684071331645,0.05,0.1,0.12,0.16,0.32,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA L3 (kVA) [MAX] 845,2696.0,0.16483487338755554,0.05741680793846324,0.05,0.13,0.15,0.21,0.51,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [MIN] 846,2696.0,1.0130140411432789,0.13620650791739125,0.83,0.93,0.97,1.12,1.64,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [AVG] 847,2696.0,1.0712888793222735,0.1545146650050616,0.87,0.96,1.02,1.18,1.79,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kVA sys (kVA) [MAX] 848,2696.0,1.1535913308528467,0.1773470769592465,0.94,1.02,1.09,1.25,2.07,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh (-) (kWh) [ABS] 849,2696.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L1 (kWh) [ABS] 850,2696.0,10583.711289994002,163.70444981429625,10310.9,10440.45,10567.95,10733.525,10858.2,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L2 (kWh) [ABS] 851,2696.0,474.15956915637827,15.33023602588833,441.1,462.875,476.5,489.4,494.2,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kWh L3 (kWh) [ABS] 852,2696.0,1558.2278299457266,16.395840568924832,1524.6,1545.4,1559.4,1570.625,1585.1,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [MIN] 853,2696.0,0.732429525222552,0.040975972007099924,0.69,0.71,0.72,0.74,1.18,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [AVG] 854,2696.0,0.7599072700296736,0.0475580957779927,0.72,0.74,0.75,0.77,1.24,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L1 (kW) [MAX] 855,2696.0,0.7979146615211943,0.06185911640802888,0.74,0.76,0.78,0.82,1.4,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [MIN] 856,2696.0,0.051494807121661726,0.056449941464906374,0.0,0.01,0.04,0.08,0.37,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [AVG] 857,2696.0,0.07582344213649854,0.07396677777651806,0.0,0.03,0.06,0.11,0.48,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L2 (kW) [MAX] 858,2696.0,0.121709748466352,0.09735706177575691,0.0,0.06,0.1,0.16,0.66,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [MIN] 859,2696.0,0.0727471710152058,0.03333871982312875,0.0,0.05,0.07,0.1,0.19,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [AVG] 860,2696.0,0.08661196399194356,0.038006324249246624,0.02,0.06,0.09,0.11,0.23,57496,95.52099946836789
SALLE_B201_(A_1_ETAGE_TOUR_B) kW L3 (kW) [MAX] 861,2696.0,0.1234107332298089,0.05377629635185571,0.02,0.09,0.12,0.16,0.43,57496,95.52099946836789
