,count,mean,std,min,25%,50%,75%,max,missing_count,missing_pct
TOUR_A_(TGBT_D14) kWh L2 (kWh) [ABS] 955,2696.0,23892.722922272103,391.4914274089947,23228.0,23551.300000000003,23865.5,24259.699999999997,24554.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) kWh L3 (kWh) [ABS] 956,2696.0,9306.59979493704,121.67137582602574,9087.3,9210.975,9294.1,9416.0,9533.1,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L1 (kW) [MIN] 957,2696.0,0.8450603081133439,1.0311854786573729,0.03,0.21,0.34,1.04,5.47,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L1 (kW) [AVG] 958,2696.0,1.0331270467858735,1.1666543178439526,0.06,0.29,0.49,1.41,5.92,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L1 (kW) [MAX] 959,2696.0,1.3065422579603636,1.3932515245841046,0.08,0.4,0.7,1.9,7.11,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L2 (kW) [MIN] 960,2696.0,1.7323440214633847,0.7667322460772272,0.87,1.37,1.46,1.7,5.59,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L2 (kW) [AVG] 961,2696.0,1.8557192001967988,0.8045735041030283,0.91,1.47,1.53,1.9,5.76,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L2 (kW) [MAX] 962,2696.0,2.0347739310588704,0.9266248909920063,0.97,1.53,1.63,2.28,6.41,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L3 (kW) [MIN] 963,2696.0,0.5456231454005935,0.6305071590346629,0.06,0.17,0.21,0.7,4.03,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L3 (kW) [AVG] 964,2696.0,0.624139273688904,0.6854119608232716,0.11,0.19,0.24,0.8,4.07,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW L3 (kW) [MAX] 965,2696.0,0.7282084569732938,0.7569442147771976,0.14,0.22,0.32,0.97,4.32,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW sys (kW) [MIN] 966,2696.0,3.1974449385772052,2.2840934947121414,1.16,1.79,2.0549999999999997,3.6025,11.71,57496,95.52099946836789
TOUR_A_(TGBT_D14) kW sys (kW) [MAX] 967,2696.0,3.9196915599391153,2.739024837501896,1.3,2.1,2.56,5.01,13.41,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvarh (-) (kvarh) [ABS] 968,2696.0,28041.334755000695,427.19731219426194,27334.6,27669.6,28001.3,28436.5,28789.5,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L1 (kvar) [MIN] 969,2696.0,-0.6369549399609478,0.34955854583420365,-2.34,-0.8025,-0.43,-0.4,-0.35,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L1 (kvar) [AVG] 970,2696.0,-0.525001153118802,0.30988034313586343,-1.58,-0.6525000000000001,-0.37,-0.32,0.0,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L1 (kvar) [MAX] 971,2696.0,-0.3357410133608032,0.38302248991043364,-1.49,-0.44,-0.25,-0.19,1.64,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L2 (kvar) [MIN] 972,2696.0,-1.0256170723082363,0.32142964547467656,-4.19,-1.1,-1.05,-0.96,-0.4,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L2 (kvar) [AVG] 973,2696.0,-0.9173488837809997,0.297894246122099,-2.7,-1.02,-0.97,-0.76,0.4,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L2 (kvar) [MAX] 974,2696.0,-0.6623117917928691,0.5882641421242093,-2.58,-0.94,-0.89,-0.45,1.6,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L3 (kvar) [MIN] 975,2696.0,-0.6531711727986963,0.25148727499612217,-1.77,-0.73,-0.54,-0.48,-0.36,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L3 (kvar) [AVG] 976,2696.0,-0.5915467359050445,0.22109430161871127,-1.72,-0.63,-0.48,-0.45,-0.33,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar L3 (kvar) [MAX] 977,2696.0,-0.5380011262126966,0.2037480896567875,-1.64,-0.58,-0.45,-0.42,0.5,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar sys (kvar) [MIN] 978,2696.0,-2.2322383765624756,0.7284748128593184,-7.7,-2.43,-1.94,-1.85,-1.17,57496,95.52099946836789
TOUR_A_(TGBT_D14) kvar sys (kvar) [MAX] 979,2696.0,-1.6367659053520085,0.7899279311386778,-4.28,-1.82,-1.62,-1.29,1.07,57496,95.52099946836789
